file_name,sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
sim_3.csv,5.585391,25693,52.001052586599975,4325.0,10.0,0.03,0.001703504515092919,210.0,8.464000000000001e-07
sim_3.csv,5.934478,27299,50.822069541347005,4325.0,10.0,0.03,0.0017839634206570296,210.0,8.464000000000001e-07
sim_3.csv,6.283565,28904,49.732500030290105,4325.0,10.0,0.03,0.001862549175338264,210.0,8.464000000000001e-07
sim_3.csv,6.632652,30510,48.72430719011251,4325.0,10.0,0.03,0.001939498050877667,210.0,8.464000000000001e-07
sim_3.csv,6.981739,32116,47.79201713713311,4325.0,10.0,0.03,0.0020148869946756275,210.0,8.464000000000001e-07
sim_3.csv,7.330826,33722,46.929915455542854,4325.0,10.0,0.03,0.0020888334477238845,210.0,8.464000000000001e-07
sim_3.csv,7.679913,35328,46.132717944933844,4325.0,10.0,0.03,0.002161446009353882,210.0,8.464000000000001e-07
sim_3.csv,8.029,36933,45.39597952842534,4325.0,10.0,0.03,0.0022327806576261187,210.0,8.464000000000001e-07
sim_3.csv,8.378087,38539,44.7142658891669,4325.0,10.0,0.03,0.0023030198287233797,210.0,8.464000000000001e-07
sim_3.csv,8.727174,40145,44.08387573012838,4325.0,10.0,0.03,0.002372204214761598,210.0,8.464000000000001e-07
sim_3.csv,9.076261,41751,43.50094511274353,4325.0,10.0,0.03,0.002440413226268884,210.0,8.464000000000001e-07
sim_3.csv,9.425348,43357,42.961900998852265,4325.0,10.0,0.03,0.002507720295273824,210.0,8.464000000000001e-07
sim_3.csv,9.774435,44962,42.46373774368468,4325.0,10.0,0.03,0.0025741519349729612,210.0,8.464000000000001e-07
sim_3.csv,10.123522,46568,42.00278080426709,4325.0,10.0,0.03,0.00263985417935212,210.0,8.464000000000001e-07
sim_3.csv,10.472609,48174,41.576527460318374,4325.0,10.0,0.03,0.0027048432056517805,210.0,8.464000000000001e-07
sim_3.csv,10.821696,49780,41.18236501760294,4325.0,10.0,0.03,0.0027691727091948572,210.0,8.464000000000001e-07
sim_3.csv,11.170783,51386,40.81787748113429,4325.0,10.0,0.03,0.002832892342799195,210.0,8.464000000000001e-07
sim_3.csv,11.51987,52991,40.481032512501805,4325.0,10.0,0.03,0.002896008696290692,210.0,8.464000000000001e-07
sim_3.csv,11.868957,54597,40.16934548181782,4325.0,10.0,0.03,0.0029586431894413246,210.0,8.464000000000001e-07
sim_3.csv,12.218043,56203,39.88112411506206,4325.0,10.0,0.03,0.0030207954231737345,210.0,8.464000000000001e-07
sim_3.csv,12.56713,57809,39.61460177670147,4325.0,10.0,0.03,0.0030825017048614098,210.0,8.464000000000001e-07
sim_3.csv,12.916217,59415,39.36814483409254,4325.0,10.0,0.03,0.0031437956084416,210.0,8.464000000000001e-07
sim_3.csv,13.265304,61020,39.14037907313761,4325.0,10.0,0.03,0.0032046702520778713,210.0,8.464000000000001e-07
sim_3.csv,13.614391,62626,38.92962445206749,4325.0,10.0,0.03,0.0032652304120543364,210.0,8.464000000000001e-07
sim_3.csv,13.963478,64232,38.73473669943427,4325.0,10.0,0.03,0.0033254644808209046,210.0,8.464000000000001e-07
sim_3.csv,14.312565,65838,38.55452126247931,4325.0,10.0,0.03,0.003385397008474269,210.0,8.464000000000001e-07
sim_3.csv,14.661652,67444,38.3878735215205,4325.0,10.0,0.03,0.0034450506968330056,210.0,8.464000000000001e-07
sim_3.csv,15.010739,69049,38.23386426891392,4325.0,10.0,0.03,0.0035044095548748284,210.0,8.464000000000001e-07
sim_3.csv,15.359826,70655,38.091357504340046,4325.0,10.0,0.03,0.003563567104992502,210.0,8.464000000000001e-07
sim_3.csv,15.708913,72261,37.959579501362875,4325.0,10.0,0.03,0.0036225041607597197,210.0,8.464000000000001e-07
sim_3.csv,16.058,73867,37.83772253463866,4325.0,10.0,0.03,0.003681237322310002,210.0,8.464000000000001e-07
sim_3.csv,16.407087,75473,37.7250396892187,4325.0,10.0,0.03,0.003739781940019529,210.0,8.464000000000001e-07
sim_3.csv,16.756174,77078,37.62090265918841,4325.0,10.0,0.03,0.003798115863472702,210.0,8.464000000000001e-07
sim_3.csv,17.105261,78684,37.524543310832506,4325.0,10.0,0.03,0.00385632500547519,210.0,8.464000000000001e-07
sim_3.csv,17.454348,80290,37.435438470564094,4325.0,10.0,0.03,0.0039143850549627395,210.0,8.464000000000001e-07
sim_3.csv,17.803435,81896,37.35304197562377,4325.0,10.0,0.03,0.003972307236511625,210.0,8.464000000000001e-07
sim_3.csv,18.152522,83502,37.276848781651374,4325.0,10.0,0.03,0.004030101929644883,210.0,8.464000000000001e-07
sim_3.csv,18.501609,85107,37.20643404461455,4325.0,10.0,0.03,0.004087742819126195,210.0,8.464000000000001e-07
sim_3.csv,18.850696,86713,37.14127837257793,4325.0,10.0,0.03,0.004145310672357388,210.0,8.464000000000001e-07
sim_3.csv,19.199783,88319,37.08102800924048,4325.0,10.0,0.03,0.004202777713128014,210.0,8.464000000000001e-07
sim_3.csv,19.54887,89925,37.02531365362373,4325.0,10.0,0.03,0.004260151531203082,210.0,8.464000000000001e-07
sim_3.csv,19.897957,91531,36.97379380793578,4325.0,10.0,0.03,0.004317439144944695,210.0,8.464000000000001e-07
sim_3.csv,20.247043,93136,36.926181203749515,4325.0,10.0,0.03,0.004374611422973654,210.0,8.464000000000001e-07
sim_3.csv,20.59613,94742,36.88212464181778,4325.0,10.0,0.03,0.004431745653504236,210.0,8.464000000000001e-07
sim_3.csv,20.945217,96348,36.8413849213788,4325.0,10.0,0.03,0.00448881171728473,210.0,8.464000000000001e-07
sim_3.csv,21.294304,97954,36.80371233076633,4325.0,10.0,0.03,0.004545814746315802,210.0,8.464000000000001e-07
sim_3.csv,21.643391,99560,36.76887595810197,4325.0,10.0,0.03,0.004602759486230411,210.0,8.464000000000001e-07
sim_3.csv,21.992478,101165,36.73668155998596,4325.0,10.0,0.03,0.004659614901447166,210.0,8.464000000000001e-07
sim_3.csv,22.341565,102771,36.7068916646695,4325.0,10.0,0.03,0.00471645592764469,210.0,8.464000000000001e-07
sim_3.csv,22.690652,104377,36.67934453085139,4325.0,10.0,0.03,0.004773250861268028,210.0,8.464000000000001e-07
sim_3.csv,23.039739,105983,36.65387131003166,4325.0,10.0,0.03,0.0048300031724418544,210.0,8.464000000000001e-07
sim_3.csv,23.388826,107589,36.630315865635325,4325.0,10.0,0.03,0.004886716070039101,210.0,8.464000000000001e-07
sim_3.csv,23.737913,109194,36.60854685535398,4325.0,10.0,0.03,0.004943357230906645,210.0,8.464000000000001e-07
sim_3.csv,24.087,110800,36.588403706999806,4325.0,10.0,0.03,0.005000000000000001,210.0,8.464000000000001e-07
sim_4.csv,0.0,0,84.99122792493354,4325.0,10.0,0.04,0.0,210.0,8.4272e-07
sim_4.csv,0.385852,1767,81.54507132307253,4325.0,10.0,0.04,0.00014468619602148018,210.0,8.4272e-07
sim_4.csv,0.771705,3534,78.34920295852889,4325.0,10.0,0.04,0.00028350577143056063,210.0,8.4272e-07
sim_4.csv,1.157557,5302,75.383830032453,4325.0,10.0,0.04,0.00041696029179549593,210.0,8.4272e-07
sim_4.csv,1.54341,7069,72.63544168709466,4325.0,10.0,0.04,0.0005452911781142439,210.0,8.4272e-07
sim_4.csv,1.929262,8836,70.0866639090715,4325.0,10.0,0.04,0.0006689433009348237,210.0,8.4272e-07
sim_4.csv,2.315115,10603,67.72299933717214,4325.0,10.0,0.04,0.0007882564705456444,210.0,8.4272e-07
sim_4.csv,2.700967,12370,65.53100352779819,4325.0,10.0,0.04,0.0009035458174170065,210.0,8.4272e-07
sim_4.csv,3.08682,14138,63.49710091175049,4325.0,10.0,0.04,0.001015166718646394,210.0,8.4272e-07
sim_4.csv,3.472672,15905,61.61202460435447,4325.0,10.0,0.04,0.0011232620387590481,210.0,8.4272e-07
sim_4.csv,3.858525,17672,59.863858043292105,4325.0,10.0,0.04,0.0012281482686304335,210.0,8.4272e-07
sim_4.csv,4.244377,19439,58.242657716692,4325.0,10.0,0.04,0.0013300584787888732,210.0,8.4272e-07
sim_4.csv,4.63023,21206,56.73920229230092,4325.0,10.0,0.04,0.0014292088122639013,210.0,8.4272e-07
sim_4.csv,5.016082,22974,55.34418050087994,4325.0,10.0,0.04,0.0015258543777818562,210.0,8.4272e-07
sim_4.csv,5.401934,24741,54.051236332088344,4325.0,10.0,0.04,0.0016200704415345881,210.0,8.4272e-07
sim_4.csv,5.787787,26508,52.85219640339481,4325.0,10.0,0.04,0.001712085440800808,210.0,8.4272e-07
sim_4.csv,6.173639,28275,51.74024061651413,4325.0,10.0,0.04,0.001802059234987443,210.0,8.4272e-07
sim_4.csv,6.559492,30042,50.709044204794466,4325.0,10.0,0.04,0.0018901400731964337,210.0,8.4272e-07
sim_4.csv,6.945344,31810,49.752220715221,4325.0,10.0,0.04,0.0019765142916565396,210.0,8.4272e-07
sim_4.csv,7.331197,33577,48.865410660342405,4325.0,10.0,0.04,0.002061210791926712,210.0,8.4272e-07
sim_4.csv,7.717049,35344,48.043008045726694,4325.0,10.0,0.04,0.0021443976167095824,210.0,8.4272e-07
sim_4.csv,8.102902,37111,47.28033507330608,4325.0,10.0,0.04,0.00222618441105623,210.0,8.4272e-07
sim_4.csv,8.488754,38878,46.57305368518365,4325.0,10.0,0.04,0.0023066728566922853,210.0,8.4272e-07
sim_4.csv,8.874607,40646,45.91678351375714,4325.0,10.0,0.04,0.002386002119872875,210.0,8.4272e-07
sim_4.csv,9.260459,42413,45.308534455200515,4325.0,10.0,0.04,0.0024641693013850077,210.0,8.4272e-07
sim_4.csv,9.646311,44180,44.74446144616929,4325.0,10.0,0.04,0.002541301020242172,210.0,8.4272e-07
sim_4.csv,10.032164,45947,44.2213560585957,4325.0,10.0,0.04,0.002617472480259127,210.0,8.4272e-07
sim_4.csv,10.418016,47715,43.73597857214948,4325.0,10.0,0.04,0.002692796027147162,210.0,8.4272e-07
sim_4.csv,10.803869,49482,43.28611750573264,4325.0,10.0,0.04,0.0027672506799787497,210.0,8.4272e-07
sim_4.csv,11.189721,51249,42.86892905009919,4325.0,10.0,0.04,0.00284093950452397,210.0,8.4272e-07
sim_4.csv,11.575574,53016,42.48204025151942,4325.0,10.0,0.04,0.0029139181215319726,210.0,8.4272e-07
sim_4.csv,11.961426,54783,42.12325049968119,4325.0,10.0,0.04,0.0029862381121156193,210.0,8.4272e-07
